"","Uniprot_accession","Uniprot_name","description","OrganismName","OrganismIdentifier","GeneName","ProteinExistence","SequenceVersion"
"12574","Q9NSA3","CNBP1_HUMAN","Beta-catenin-interacting protein 1","Homo sapiens","9606","CTNNBIP1","1","1"
"12575","Q9NSB2","KRT84_HUMAN","Keratin, type II cuticular Hb4","Homo sapiens","9606","KRT84","2","2"
"12576","Q9NSB4","KRT82_HUMAN","Keratin, type II cuticular Hb2","Homo sapiens","9606","KRT82","1","3"
"12577","Q9NSB8","HOME2_HUMAN","Homer protein homolog 2","Homo sapiens","9606","HOMER2","1","1"
"12578","Q9NSC2","SALL1_HUMAN","Sal-like protein 1","Homo sapiens","9606","SALL1","1","2"
"12579","Q9NSC5","HOME3_HUMAN","Homer protein homolog 3","Homo sapiens","9606","HOMER3","1","2"
"12580","Q9NSC7","SIA7A_HUMAN","Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1","Homo sapiens","9606","ST6GALNAC1","1","1"
"12581","Q9NSD4","ZN275_HUMAN","Zinc finger protein 275","Homo sapiens","9606","ZNF275","1","2"
"12582","Q9NSD5","S6A13_HUMAN","Sodium- and chloride-dependent GABA transporter 2","Homo sapiens","9606","SLC6A13","1","3"
"12583","Q9NSD9","SYFB_HUMAN","Phenylalanine--tRNA ligase beta subunit","Homo sapiens","9606","FARSB","1","3"
"12584","Q9NSE2","CISH_HUMAN","Cytokine-inducible SH2-containing protein","Homo sapiens","9606","CISH","1","1"
"12585","Q9NSE4","SYIM_HUMAN","Isoleucine--tRNA ligase, mitochondrial","Homo sapiens","9606","IARS2","1","2"
"12586","Q9NSI6","BRWD1_HUMAN","Bromodomain and WD repeat-containing protein 1","Homo sapiens","9606","BRWD1","1","4"
"12587","Q9NSI8","SAMN1_HUMAN","SAM domain-containing protein SAMSN-1","Homo sapiens","9606","SAMSN1","1","1"
"12588","Q9NSK0","KLC4_HUMAN","Kinesin light chain 4","Homo sapiens","9606","KLC4","1","3"
"12589","Q9NSK7","CS012_HUMAN","Protein C19orf12","Homo sapiens","9606","C19orf12","1","3"
"12590","Q9NSN8","SNTG1_HUMAN","Gamma-1-syntrophin","Homo sapiens","9606","SNTG1","1","1"
"12591","Q9NST1","PLPL3_HUMAN","1-acylglycerol-3-phosphate O-acyltransferase PNPLA3","Homo sapiens","9606","PNPLA3","1","2"
"12592","Q9NSU2","TREX1_HUMAN","Three-prime repair exonuclease 1","Homo sapiens","9606","TREX1","1","2"
"12593","Q9NSV4","DIAP3_HUMAN","Protein diaphanous homolog 3","Homo sapiens","9606","DIAPH3","1","4"
"12594","Q9NSY1","BMP2K_HUMAN","BMP-2-inducible protein kinase","Homo sapiens","9606","BMP2K","1","2"
"12595","Q9NT22","EMIL3_HUMAN","EMILIN-3","Homo sapiens","9606","EMILIN3","1","2"
"12596","Q9NT62","ATG3_HUMAN","Ubiquitin-like-conjugating enzyme ATG3","Homo sapiens","9606","ATG3","1","1"
"12597","Q9NT68","TEN2_HUMAN","Teneurin-2","Homo sapiens","9606","TENM2","1","3"
"12598","Q9NT99","LRC4B_HUMAN","Leucine-rich repeat-containing protein 4B","Homo sapiens","9606","LRRC4B","2","3"
"12599","Q9NTG1","PKDRE_HUMAN","Polycystin family receptor for egg jelly","Homo sapiens","9606","PKDREJ","2","2"
"12600","Q9NTG7","SIR3_HUMAN","NAD-dependent protein deacetylase sirtuin-3, mitochondrial","Homo sapiens","9606","SIRT3","1","2"
"12601","Q9NTI2","AT8A2_HUMAN","Phospholipid-transporting ATPase IB","Homo sapiens","9606","ATP8A2","1","3"
"12602","Q9NTI5","PDS5B_HUMAN","Sister chromatid cohesion protein PDS5 homolog B","Homo sapiens","9606","PDS5B","1","1"
"12603","Q9NTJ3","SMC4_HUMAN","Structural maintenance of chromosomes protein 4","Homo sapiens","9606","SMC4","1","2"
"12604","Q9NTJ4","MA2C1_HUMAN","Alpha-mannosidase 2C1","Homo sapiens","9606","MAN2C1","1","1"
"12605","Q9NTJ5","SAC1_HUMAN","Phosphatidylinositol-3-phosphatase SAC1","Homo sapiens","9606","SACM1L","1","2"
"12606","Q9NTK1","DEPP1_HUMAN","Protein DEPP1","Homo sapiens","9606","DEPP1","1","2"
"12607","Q9NTK5","OLA1_HUMAN","Obg-like ATPase 1","Homo sapiens","9606","OLA1","1","2"
"12608","Q9NTM9","CUTC_HUMAN","Copper homeostasis protein cutC homolog","Homo sapiens","9606","CUTC","1","1"
"12609","Q9NTN3","S35D1_HUMAN","Nucleotide sugar transporter SLC35D1","Homo sapiens","9606","SLC35D1","1","1"
"12610","Q9NTN9","SEM4G_HUMAN","Semaphorin-4G","Homo sapiens","9606","SEMA4G","1","1"
"12611","Q9NTQ9","CXB4_HUMAN","Gap junction beta-4 protein","Homo sapiens","9606","GJB4","1","1"
"12612","Q9NTW7","ZF64B_HUMAN","Zinc finger protein 64","Homo sapiens","9606","ZFP64","1","3"
"12613","Q9NTX7","RN146_HUMAN","E3 ubiquitin-protein ligase RNF146","Homo sapiens","9606","RNF146","1","1"
"12614","Q9NTX9","F217B_HUMAN","Protein FAM217B","Homo sapiens","9606","FAM217B","1","1"
"12615","Q9NU19","TB22B_HUMAN","TBC1 domain family member 22B","Homo sapiens","9606","TBC1D22B","1","3"
"12616","Q9NU22","MDN1_HUMAN","Midasin","Homo sapiens","9606","MDN1","1","2"
"12617","Q9NU39","FX4L1_HUMAN","Forkhead box protein D4-like 1","Homo sapiens","9606","FOXD4L1","1","1"
"12618","Q9NU63","ZFP57_HUMAN","Zinc finger protein 57 homolog","Homo sapiens","9606","ZFP57","1","2"
"12619","Q9NUB1","ACS2L_HUMAN","Acetyl-coenzyme A synthetase 2-like, mitochondrial","Homo sapiens","9606","ACSS1","1","2"
"12620","Q9NUD5","ZCHC3_HUMAN","Zinc finger CCHC domain-containing protein 3","Homo sapiens","9606","ZCCHC3","1","2"
"12621","Q9NUD9","PIGV_HUMAN","GPI mannosyltransferase 2","Homo sapiens","9606","PIGV","1","1"
"12622","Q9NUE0","ZDH18_HUMAN","Palmitoyltransferase ZDHHC18","Homo sapiens","9606","ZDHHC18","1","2"
"12623","Q9NUH8","TM14B_HUMAN","Transmembrane protein 14B","Homo sapiens","9606","TMEM14B","1","1"
"12624","Q9NUI1","DECR2_HUMAN","Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]","Homo sapiens","9606","DECR2","1","1"
"12625","Q9NUJ1","ABHDA_HUMAN","Palmitoyl-protein thioesterase ABHD10, mitochondrial","Homo sapiens","9606","ABHD10","1","1"
"12626","Q9NUJ3","T11L1_HUMAN","T-complex protein 11-like protein 1","Homo sapiens","9606","TCP11L1","1","1"
"12627","Q9NUK0","MBNL3_HUMAN","Muscleblind-like protein 3","Homo sapiens","9606","MBNL3","1","2"
"12628","Q9NUL3","STAU2_HUMAN","Double-stranded RNA-binding protein Staufen homolog 2","Homo sapiens","9606","STAU2","1","2"
"12629","Q9NUL5","SHFL_HUMAN","Shiftless antiviral inhibitor of ribosomal frameshifting protein","Homo sapiens","9606","SHFL","1","2"
"12630","Q9NUL7","DDX28_HUMAN","Probable ATP-dependent RNA helicase DDX28","Homo sapiens","9606","DDX28","1","2"
"12631","Q9NUM3","S39A9_HUMAN","Zinc transporter ZIP9","Homo sapiens","9606","SLC39A9","1","2"
"12632","Q9NUM4","T106B_HUMAN","Transmembrane protein 106B","Homo sapiens","9606","TMEM106B","1","2"
"12633","Q9NUN5","LMBD1_HUMAN","Lysosomal cobalamin transport escort protein LMBD1","Homo sapiens","9606","LMBRD1","1","1"
"12634","Q9NUN7","ACER3_HUMAN","Alkaline ceramidase 3","Homo sapiens","9606","ACER3","1","3"
"12635","Q9NUP9","LIN7C_HUMAN","Protein lin-7 homolog C","Homo sapiens","9606","LIN7C","1","1"
"12636","Q9NUQ2","PLCE_HUMAN","1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon","Homo sapiens","9606","AGPAT5","1","3"
"12637","Q9NUQ3","TXLNG_HUMAN","Gamma-taxilin","Homo sapiens","9606","TXLNG","1","2"
"12638","Q9NUQ7","UFSP2_HUMAN","Ufm1-specific protease 2","Homo sapiens","9606","UFSP2","1","3"
"12639","Q9NUQ9","CYRIB_HUMAN","CYFIP-related Rac1 interactor B","Homo sapiens","9606","CYRIB","1","1"
"12640","Q9NUS5","AP5S1_HUMAN","AP-5 complex subunit sigma-1","Homo sapiens","9606","AP5S1","1","1"
"12641","Q9NUT2","MITOS_HUMAN","Mitochondrial potassium channel ATP-binding subunit","Homo sapiens","9606","ABCB8","1","3"
"12642","Q9NUU6","OTULL_HUMAN","Inactive ubiquitin thioesterase OTULINL","Homo sapiens","9606","OTULINL","1","1"
"12643","Q9NUU7","DD19A_HUMAN","ATP-dependent RNA helicase DDX19A","Homo sapiens","9606","DDX19A","1","1"
"12644","Q9NUV7","SPTC3_HUMAN","Serine palmitoyltransferase 3","Homo sapiens","9606","SPTLC3","1","3"
"12645","Q9NUV9","GIMA4_HUMAN","GTPase IMAP family member 4","Homo sapiens","9606","GIMAP4","1","1"
"12646","Q9NUW8","TYDP1_HUMAN","Tyrosyl-DNA phosphodiesterase 1","Homo sapiens","9606","TDP1","1","2"
"12647","Q9NUX5","POTE1_HUMAN","Protection of telomeres protein 1","Homo sapiens","9606","POT1","1","1"
"12648","Q9NUY8","TBC23_HUMAN","TBC1 domain family member 23","Homo sapiens","9606","TBC1D23","1","3"
"12649","Q9NV06","DCA13_HUMAN","DDB1- and CUL4-associated factor 13","Homo sapiens","9606","DCAF13","1","2"
"12650","Q9NV12","TM140_HUMAN","Transmembrane protein 140","Homo sapiens","9606","TMEM140","1","2"
"12651","Q9NV23","SAST_HUMAN","S-acyl fatty acid synthase thioesterase, medium chain","Homo sapiens","9606","OLAH","1","1"
"12652","Q9NV29","TM100_HUMAN","Transmembrane protein 100","Homo sapiens","9606","TMEM100","1","2"
"12653","Q9NV31","IMP3_HUMAN","U3 small nucleolar ribonucleoprotein protein IMP3","Homo sapiens","9606","IMP3","1","1"
"12654","Q9NV35","NUD15_HUMAN","Nucleotide triphosphate diphosphatase NUDT15","Homo sapiens","9606","NUDT15","1","1"
"12655","Q9NV56","MRGBP_HUMAN","MRG/MORF4L-binding protein","Homo sapiens","9606","MRGBP","1","1"
"12656","Q9NV58","RN19A_HUMAN","E3 ubiquitin-protein ligase RNF19A","Homo sapiens","9606","RNF19A","1","3"
"12657","Q9NV64","TM39A_HUMAN","Transmembrane protein 39A","Homo sapiens","9606","TMEM39A","1","1"
"12658","Q9NV70","EXOC1_HUMAN","Exocyst complex component 1","Homo sapiens","9606","EXOC1","1","4"
"12659","Q9NV79","PCMD2_HUMAN","Protein-L-isoaspartate O-methyltransferase domain-containing protein 2","Homo sapiens","9606","PCMTD2","1","2"
"12660","Q9NV88","INT9_HUMAN","Integrator complex subunit 9","Homo sapiens","9606","INTS9","1","2"
"12661","Q9NV92","NFIP2_HUMAN","NEDD4 family-interacting protein 2","Homo sapiens","9606","NDFIP2","1","2"
"12662","Q9NV96","CC50A_HUMAN","Cell cycle control protein 50A","Homo sapiens","9606","TMEM30A","1","1"
"12663","Q9NVA1","UQCC1_HUMAN","Ubiquinol-cytochrome-c reductase complex assembly factor 1","Homo sapiens","9606","UQCC1","1","3"
"12664","Q9NVA2","SEP11_HUMAN","Septin-11","Homo sapiens","9606","SEPTIN11","1","3"
"12665","Q9NVC3","S38A7_HUMAN","Sodium-coupled neutral amino acid transporter 7","Homo sapiens","9606","SLC38A7","1","1"
"12666","Q9NVC6","MED17_HUMAN","Mediator of RNA polymerase II transcription subunit 17","Homo sapiens","9606","MED17","1","2"
"12667","Q9NVD3","SETD4_HUMAN","SET domain-containing protein 4","Homo sapiens","9606","SETD4","1","1"
"12668","Q9NVD7","PARVA_HUMAN","Alpha-parvin","Homo sapiens","9606","PARVA","1","1"
"12669","Q9NVE5","UBP40_HUMAN","Ubiquitin carboxyl-terminal hydrolase 40","Homo sapiens","9606","USP40","1","3"
"12670","Q9NVE7","PANK4_HUMAN","4'-phosphopantetheine phosphatase","Homo sapiens","9606","PANK4","1","1"
"12671","Q9NVF7","FBX28_HUMAN","F-box only protein 28","Homo sapiens","9606","FBXO28","1","1"
"12672","Q9NVF9","EKI2_HUMAN","Ethanolamine kinase 2","Homo sapiens","9606","ETNK2","1","3"
"12673","Q9NVH0","EXD2_HUMAN","Exonuclease 3'-5' domain-containing protein 2","Homo sapiens","9606","EXD2","1","2"
"12674","Q9NVH1","DJC11_HUMAN","DnaJ homolog subfamily C member 11","Homo sapiens","9606","DNAJC11","1","2"
"12675","Q9NVH2","INT7_HUMAN","Integrator complex subunit 7","Homo sapiens","9606","INTS7","1","1"
"12676","Q9NVH6","TMLH_HUMAN","Trimethyllysine dioxygenase, mitochondrial","Homo sapiens","9606","TMLHE","1","1"
"12677","Q9NVI1","FANCI_HUMAN","Fanconi anemia group I protein","Homo sapiens","9606","FANCI","1","4"
"12678","Q9NVI7","ATD3A_HUMAN","ATPase family AAA domain-containing protein 3A","Homo sapiens","9606","ATAD3A","1","2"
"12679","Q9NVJ2","ARL8B_HUMAN","ADP-ribosylation factor-like protein 8B","Homo sapiens","9606","ARL8B","1","1"
"12680","Q9NVL1","F86C1_HUMAN","Putative protein FAM86C1P","Homo sapiens","9606","FAM86C1P","5","3"
"12681","Q9NVM4","ANM7_HUMAN","Protein arginine N-methyltransferase 7","Homo sapiens","9606","PRMT7","1","1"
"12682","Q9NVM9","INT13_HUMAN","Integrator complex subunit 13","Homo sapiens","9606","INTS13","1","2"
"12683","Q9NVN3","RIC8B_HUMAN","Synembryn-B","Homo sapiens","9606","RIC8B","1","2"
"12684","Q9NVN8","GNL3L_HUMAN","Guanine nucleotide-binding protein-like 3-like protein","Homo sapiens","9606","GNL3L","1","1"
"12685","Q9NVP1","DDX18_HUMAN","ATP-dependent RNA helicase DDX18","Homo sapiens","9606","DDX18","1","2"
"12686","Q9NVP2","ASF1B_HUMAN","Histone chaperone ASF1B","Homo sapiens","9606","ASF1B","1","1"
"12687","Q9NVR5","KTU_HUMAN","Protein kintoun","Homo sapiens","9606","DNAAF2","1","2"
"12688","Q9NVS9","PNPO_HUMAN","Pyridoxine-5'-phosphate oxidase","Homo sapiens","9606","PNPO","1","1"
"12689","Q9NVT9","ARMC1_HUMAN","Armadillo repeat-containing protein 1","Homo sapiens","9606","ARMC1","1","1"
"12690","Q9NVU0","RPC5_HUMAN","DNA-directed RNA polymerase III subunit RPC5","Homo sapiens","9606","POLR3E","1","1"
"12691","Q9NVU7","SDA1_HUMAN","Protein SDA1 homolog","Homo sapiens","9606","SDAD1","1","3"
"12692","Q9NVV0","TM38B_HUMAN","Trimeric intracellular cation channel type B","Homo sapiens","9606","TMEM38B","1","1"
"12693","Q9NVV4","PAPD1_HUMAN","Poly(A) RNA polymerase, mitochondrial","Homo sapiens","9606","MTPAP","1","1"
"12694","Q9NVV5","AIG1_HUMAN","Androgen-induced gene 1 protein","Homo sapiens","9606","AIG1","1","3"
"12695","Q9NVV9","THAP1_HUMAN","THAP domain-containing protein 1","Homo sapiens","9606","THAP1","1","1"
"12696","Q9NVW2","RNF12_HUMAN","E3 ubiquitin-protein ligase RLIM","Homo sapiens","9606","RLIM","1","3"
"12697","Q9NVX0","HAUS2_HUMAN","HAUS augmin-like complex subunit 2","Homo sapiens","9606","HAUS2","1","1"
"12698","Q9NVX2","NLE1_HUMAN","Notchless protein homolog 1","Homo sapiens","9606","NLE1","1","4"
"12699","Q9NW08","RPC2_HUMAN","DNA-directed RNA polymerase III subunit RPC2","Homo sapiens","9606","POLR3B","1","2"
"12700","Q9NW13","RBM28_HUMAN","RNA-binding protein 28","Homo sapiens","9606","RBM28","1","3"
"12701","Q9NW15","ANO10_HUMAN","Anoctamin-10","Homo sapiens","9606","ANO10","1","2"
"12702","Q9NW38","FANCL_HUMAN","E3 ubiquitin-protein ligase FANCL","Homo sapiens","9606","FANCL","1","2"
"12703","Q9NW64","RBM22_HUMAN","Pre-mRNA-splicing factor RBM22","Homo sapiens","9606","RBM22","1","1"
"12704","Q9NW75","GPTC2_HUMAN","G patch domain-containing protein 2","Homo sapiens","9606","GPATCH2","1","1"
"12705","Q9NW81","DMAC2_HUMAN","Distal membrane-arm assembly complex protein 2","Homo sapiens","9606","DMAC2","1","3"
"12706","Q9NW97","TMM51_HUMAN","Transmembrane protein 51","Homo sapiens","9606","TMEM51","1","1"
"12707","Q9NWB1","RFOX1_HUMAN","RNA binding protein fox-1 homolog 1","Homo sapiens","9606","RBFOX1","1","2"
"12708","Q9NWB7","IFT57_HUMAN","Intraflagellar transport protein 57 homolog","Homo sapiens","9606","IFT57","1","1"
"12709","Q9NWD8","TM248_HUMAN","Transmembrane protein 248","Homo sapiens","9606","TMEM248","1","1"
"12710","Q9NWD9","BEX4_HUMAN","Protein BEX4","Homo sapiens","9606","BEX4","1","1"
"12711","Q9NWF4","S52A1_HUMAN","Solute carrier family 52, riboflavin transporter, member 1","Homo sapiens","9606","SLC52A1","1","2"
"12712","Q9NWF9","RN216_HUMAN","E3 ubiquitin-protein ligase RNF216","Homo sapiens","9606","RNF216","1","3"
"12713","Q9NWH2","TM242_HUMAN","Transmembrane protein 242","Homo sapiens","9606","TMEM242","1","1"
"12714","Q9NWH9","SLTM_HUMAN","SAFB-like transcription modulator","Homo sapiens","9606","SLTM","1","2"
"12715","Q9NWK9","BCD1_HUMAN","Box C/D snoRNA protein 1","Homo sapiens","9606","ZNHIT6","1","1"
"12716","Q9NWM0","SMOX_HUMAN","Spermine oxidase","Homo sapiens","9606","SMOX","1","1"
"12717","Q9NWM8","FKB14_HUMAN","Peptidyl-prolyl cis-trans isomerase FKBP14","Homo sapiens","9606","FKBP14","1","1"
"12718","Q9NWN3","FBX34_HUMAN","F-box only protein 34","Homo sapiens","9606","FBXO34","1","2"
"12719","Q9NWQ4","GPT2L_HUMAN","G patch domain-containing protein 2-like","Homo sapiens","9606","GPATCH2L","1","3"
"12720","Q9NWQ8","PHAG1_HUMAN","Phosphoprotein associated with glycosphingolipid-enriched microdomains 1","Homo sapiens","9606","PAG1","1","2"
"12721","Q9NWQ9","CN119_HUMAN","Uncharacterized protein C14orf119","Homo sapiens","9606","C14orf119","1","1"
"12722","Q9NWR8","MCUB_HUMAN","Calcium uniporter regulatory subunit MCUb, mitochondrial","Homo sapiens","9606","MCUB","1","2"
"12723","Q9NWS0","PIHD1_HUMAN","PIH1 domain-containing protein 1","Homo sapiens","9606","PIH1D1","1","1"
"12724","Q9NWS1","PARI_HUMAN","PCNA-interacting partner","Homo sapiens","9606","PARPBP","1","3"
"12725","Q9NWS6","F118A_HUMAN","Protein FAM118A","Homo sapiens","9606","FAM118A","1","2"
"12726","Q9NWS8","RMND1_HUMAN","Required for meiotic nuclear division protein 1 homolog","Homo sapiens","9606","RMND1","1","2"
"12727","Q9NWS9","ZN446_HUMAN","Zinc finger protein 446","Homo sapiens","9606","ZNF446","1","1"
"12728","Q9NWT1","PK1IP_HUMAN","p21-activated protein kinase-interacting protein 1","Homo sapiens","9606","PAK1IP1","1","2"
"12729","Q9NWT6","HIF1N_HUMAN","Hypoxia-inducible factor 1-alpha inhibitor","Homo sapiens","9606","HIF1AN","1","2"
"12730","Q9NWT8","AKIP_HUMAN","Aurora kinase A-interacting protein","Homo sapiens","9606","AURKAIP1","1","1"
"12731","Q9NWU1","OXSM_HUMAN","3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial","Homo sapiens","9606","OXSM","1","1"
"12732","Q9NWU2","GID8_HUMAN","Glucose-induced degradation protein 8 homolog","Homo sapiens","9606","GID8","1","1"
"12733","Q9NWU5","RM22_HUMAN","39S ribosomal protein L22, mitochondrial","Homo sapiens","9606","MRPL22","1","1"
"12734","Q9NWV8","BABA1_HUMAN","BRISC and BRCA1-A complex member 1","Homo sapiens","9606","BABAM1","1","1"
"12735","Q9NWW5","CLN6_HUMAN","Ceroid-lipofuscinosis neuronal protein 6","Homo sapiens","9606","CLN6","1","1"
"12736","Q9NWW6","NRK1_HUMAN","Nicotinamide riboside kinase 1","Homo sapiens","9606","NMRK1","1","1"
"12737","Q9NWW9","PLAT2_HUMAN","Phospholipase A and acyltransferase 2","Homo sapiens","9606","PLAAT2","1","1"
"12738","Q9NWX5","ASB6_HUMAN","Ankyrin repeat and SOCS box protein 6","Homo sapiens","9606","ASB6","1","1"
"12739","Q9NWX6","THG1_HUMAN","Probable tRNA(His) guanylyltransferase","Homo sapiens","9606","THG1L","1","2"
"12740","Q9NWY4","HPF1_HUMAN","Histone PARylation factor 1","Homo sapiens","9606","HPF1","1","2"
"12741","Q9NWZ3","IRAK4_HUMAN","Interleukin-1 receptor-associated kinase 4","Homo sapiens","9606","IRAK4","1","1"
"12742","Q9NWZ5","UCKL1_HUMAN","Uridine-cytidine kinase-like 1","Homo sapiens","9606","UCKL1","1","2"
"12743","Q9NWZ8","GEMI8_HUMAN","Gem-associated protein 8","Homo sapiens","9606","GEMIN8","1","1"
"12744","Q9NX01","TXN4B_HUMAN","Thioredoxin-like protein 4B","Homo sapiens","9606","TXNL4B","1","1"
"12745","Q9NX02","NALP2_HUMAN","NACHT, LRR and PYD domains-containing protein 2","Homo sapiens","9606","NLRP2","1","1"
"12746","Q9NX04","CA109_HUMAN","Ribosome biogenesis protein C1orf109","Homo sapiens","9606","C1orf109","1","1"
"12747","Q9NX07","TSAP1_HUMAN","tRNA selenocysteine 1-associated protein 1","Homo sapiens","9606","TRNAU1AP","1","1"
"12748","Q9NX09","DDIT4_HUMAN","DNA damage-inducible transcript 4 protein","Homo sapiens","9606","DDIT4","1","1"
"12749","Q9NX14","NDUBB_HUMAN","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial","Homo sapiens","9606","NDUFB11","1","1"
"12750","Q9NX18","SDHF2_HUMAN","Succinate dehydrogenase assembly factor 2, mitochondrial","Homo sapiens","9606","SDHAF2","1","1"
"12751","Q9NX24","NHP2_HUMAN","H/ACA ribonucleoprotein complex subunit 2","Homo sapiens","9606","NHP2","1","1"
"12752","Q9NX40","OCAD1_HUMAN","OCIA domain-containing protein 1","Homo sapiens","9606","OCIAD1","1","1"
"12753","Q9NX46","ADPRS_HUMAN","ADP-ribosylhydrolase ARH3","Homo sapiens","9606","ADPRS","1","1"
"12754","Q9NX47","MARH5_HUMAN","E3 ubiquitin-protein ligase MARCHF5","Homo sapiens","9606","MARCHF5","1","1"
"12755","Q9NX52","RHBL2_HUMAN","Rhomboid-related protein 2","Homo sapiens","9606","RHBDL2","1","2"
"12756","Q9NX55","HYPK_HUMAN","Huntingtin-interacting protein K","Homo sapiens","9606","HYPK","1","3"
"12757","Q9NX57","RAB20_HUMAN","Ras-related protein Rab-20","Homo sapiens","9606","RAB20","1","1"
"12758","Q9NX58","LYAR_HUMAN","Cell growth-regulating nucleolar protein","Homo sapiens","9606","LYAR","1","3"
"12759","Q9NX61","T161A_HUMAN","Transmembrane protein 161A","Homo sapiens","9606","TMEM161A","1","1"
"12760","Q9NX62","IMPA3_HUMAN","Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase","Homo sapiens","9606","BPNT2","1","1"
"12761","Q9NX63","MIC19_HUMAN","MICOS complex subunit MIC19","Homo sapiens","9606","CHCHD3","1","1"
"12762","Q9NX65","ZSC32_HUMAN","Zinc finger and SCAN domain-containing protein 32","Homo sapiens","9606","ZSCAN32","1","3"
"12763","Q9NX70","MED29_HUMAN","Mediator of RNA polymerase II transcription subunit 29","Homo sapiens","9606","MED29","1","1"
"12764","Q9NX74","DUS2L_HUMAN","tRNA-dihydrouridine(20) synthase [NAD(P)+]-like","Homo sapiens","9606","DUS2","1","1"
"12765","Q9NX76","CKLF6_HUMAN","CKLF-like MARVEL transmembrane domain-containing protein 6","Homo sapiens","9606","CMTM6","1","1"
"12766","Q9NX94","WBP1L_HUMAN","WW domain binding protein 1-like","Homo sapiens","9606","WBP1L","1","2"
"12767","Q9NX95","SYBU_HUMAN","Syntabulin","Homo sapiens","9606","SYBU","1","2"
"12768","Q9NXA8","SIR5_HUMAN","NAD-dependent protein deacylase sirtuin-5, mitochondrial","Homo sapiens","9606","SIRT5","1","2"
"12769","Q9NXB0","MKS1_HUMAN","Tectonic-like complex member MKS1","Homo sapiens","9606","MKS1","1","2"
"12770","Q9NXB9","ELOV2_HUMAN","Elongation of very long chain fatty acids protein 2","Homo sapiens","9606","ELOVL2","1","2"
"12771","Q9NXC2","GFOD1_HUMAN","Glucose-fructose oxidoreductase domain-containing protein 1","Homo sapiens","9606","GFOD1","1","1"
"12772","Q9NXC5","MIO_HUMAN","GATOR complex protein MIOS","Homo sapiens","9606","MIOS","1","2"
